ensg	length	n_trypsin	n_lysc	n_gluc	n_gluc_de	n_chymotrypsin	n_aspn
ENSG00000069329	796	42	26	32	40	31	20
ENSG00000175497	796	48	35	33	44	41	20
ENSG00000135597	796	35	22	25	38	16	25
ENSG00000177694	795	27	16	22	37	35	25
ENSG00000113209	795	28	13	31	49	26	25
ENSG00000081818	795	27	12	32	49	22	27
ENSG00000131374	795	38	28	21	45	28	26
ENSG00000109606	795	38	24	31	39	24	31
ENSG00000116141	795	44	31	28	33	31	22
ENSG00000248333	795	40	32	40	40	22	18
ENSG00000186281	795	35	7	20	33	29	14
ENSG00000120328	795	27	13	29	45	29	24
ENSG00000059573	795	42	21	34	43	17	16
ENSG00000137055	795	45	26	22	46	37	31
ENSG00000071537	794	37	17	24	36	35	24
ENSG00000014123	794	46	26	35	46	25	32
ENSG00000154162	794	30	11	25	43	31	33
ENSG00000140564	794	32	15	20	37	27	18
ENSG00000113211	794	27	9	28	47	27	19
ENSG00000163848	794	32	18	37	45	24	28
ENSG00000142459	794	37	20	46	46	19	21
ENSG00000126561	794	41	19	33	50	36	22
ENSG00000068137	793	37	5	30	37	21	11
ENSG00000151838	793	49	42	49	45	28	17
ENSG00000122786	793	28	39	36	36	12	15
ENSG00000186212	793	36	18	22	37	15	16
ENSG00000113212	793	31	8	29	51	25	25
ENSG00000144935	793	36	26	21	34	34	29
ENSG00000099995	793	35	29	30	34	25	17
ENSG00000077232	793	33	23	24	48	43	27
ENSG00000276043	793	36	26	33	43	31	34
ENSG00000166024	792	33	24	32	36	16	31
ENSG00000075945	792	31	25	32	40	30	38
ENSG00000167325	792	43	33	30	40	39	24
ENSG00000112941	792	32	13	18	28	20	11
ENSG00000135249	792	32	25	40	45	37	22
ENSG00000111727	792	45	22	20	38	36	18
ENSG00000166704	792	43	27	47	51	54	14
ENSG00000185448	791	41	43	38	45	23	21
ENSG00000151690	791	25	5	22	33	22	15
ENSG00000049239	791	40	14	31	43	33	20
ENSG00000174502	791	27	21	11	25	43	16
ENSG00000163702	791	32	7	20	41	31	25
ENSG00000164053	791	30	16	26	37	12	21
ENSG00000058866	791	34	24	33	40	31	27
ENSG00000043143	790	34	17	30	38	16	27
ENSG00000145526	790	37	19	21	44	32	36
ENSG00000109686	790	41	27	30	39	19	21
ENSG00000136937	790	33	18	39	50	37	22
ENSG00000127580	790	38	13	23	44	36	35
ENSG00000134249	790	38	27	28	40	37	21
ENSG00000008323	790	43	11	31	45	17	17
ENSG00000113361	790	32	22	25	42	32	30
ENSG00000187642	790	25	5	25	38	7	21
ENSG00000088727	790	39	30	36	46	38	21
ENSG00000118503	790	46	27	31	47	30	17
ENSG00000161714	789	37	8	25	39	31	21
ENSG00000156564	789	34	12	14	38	31	25
ENSG00000113100	789	28	20	21	45	37	39
ENSG00000143437	789	32	13	25	35	28	20
ENSG00000106052	789	44	34	37	44	27	26
ENSG00000179889	788	38	19	32	38	22	22
ENSG00000115221	788	36	23	30	41	24	24
ENSG00000040731	788	34	14	24	41	33	29
ENSG00000187492	788	19	3	19	33	28	14
ENSG00000259207	788	35	25	24	48	34	35
ENSG00000167861	788	33	13	24	40	31	19
ENSG00000072518	788	41	33	24	32	28	20
ENSG00000132780	788	41	33	38	35	10	21
ENSG00000099917	788	19	12	7	17	11	17
ENSG00000173757	787	37	19	37	51	37	21
ENSG00000113248	787	29	9	34	50	19	27
ENSG00000168116	787	35	32	28	37	27	17
ENSG00000128602	787	29	8	18	25	28	14
ENSG00000197140	787	40	25	24	41	36	26
ENSG00000006282	786	45	13	29	42	35	20
ENSG00000156502	786	33	20	21	32	25	21
ENSG00000110002	786	37	27	33	46	34	23
ENSG00000049540	786	8	3	1	1	8	1
ENSG00000087589	786	46	19	27	40	16	20
ENSG00000162063	786	37	21	24	36	32	25
ENSG00000185591	785	10	9	13	18	8	8
ENSG00000163565	785	37	37	37	38	23	11
ENSG00000006576	785	27	18	24	30	30	16
ENSG00000103051	785	42	27	37	48	31	27
ENSG00000153064	785	39	30	34	40	31	20
ENSG00000081138	785	28	16	25	44	32	34
ENSG00000162607	785	37	29	37	33	30	19
ENSG00000164828	785	39	11	27	36	26	20
ENSG00000213983	785	36	13	22	42	19	24
ENSG00000001617	785	40	9	16	34	42	23
ENSG00000215853	784	52	11	27	58	41	41
ENSG00000131381	784	34	18	38	41	23	29
ENSG00000067057	784	32	18	23	41	28	19
ENSG00000179776	784	28	17	21	38	25	32
ENSG00000167967	784	22	14	36	41	15	13
ENSG00000105866	784	11	10	12	24	5	7
ENSG00000198797	783	26	13	27	40	39	15
ENSG00000186409	783	42	37	45	43	17	10
ENSG00000138035	783	42	30	27	47	22	29
ENSG00000142178	783	25	14	20	27	24	16
ENSG00000119283	783	37	17	17	34	28	20
ENSG00000165732	783	40	29	29	43	19	15
ENSG00000174791	783	34	8	25	36	15	5
ENSG00000082074	783	25	21	27	28	21	19
ENSG00000008128	783	38	29	39	39	23	18
ENSG00000108375	783	28	7	18	31	24	9
ENSG00000148180	782	32	19	23	39	32	21
ENSG00000197362	782	30	17	45	52	40	12
ENSG00000135241	782	36	32	21	36	27	26
ENSG00000103043	782	39	25	28	39	31	20
ENSG00000125503	782	37	11	39	42	10	22
ENSG00000185101	782	28	14	23	34	41	12
ENSG00000163161	782	42	37	28	37	35	14
ENSG00000149823	782	37	11	32	43	26	21
ENSG00000165934	782	41	25	29	37	26	34
ENSG00000149474	782	36	26	32	39	31	25
ENSG00000116138	782	42	23	31	40	46	19
ENSG00000010319	782	40	8	24	35	31	15
ENSG00000168036	781	41	13	22	37	12	14
ENSG00000172845	781	9	8	13	25	9	20
ENSG00000204611	781	45	35	38	43	51	5
ENSG00000005436	781	45	37	38	40	19	23
ENSG00000100625	781	19	13	20	30	20	15
ENSG00000127947	780	42	25	31	43	27	24
ENSG00000152556	780	34	21	26	37	30	23
ENSG00000091137	780	23	23	18	31	34	16
ENSG00000166266	780	46	40	40	49	38	26
ENSG00000198945	780	32	29	25	35	34	18
ENSG00000100412	780	36	24	23	39	33	22
ENSG00000196428	780	11	4	12	16	8	14
ENSG00000240303	780	37	23	29	41	39	18
ENSG00000162869	780	44	33	42	49	19	21
ENSG00000188611	780	25	9	15	42	38	16
ENSG00000141959	780	35	18	23	34	31	15
ENSG00000115808	780	36	19	33	41	31	29
ENSG00000086827	779	41	33	38	47	38	13
ENSG00000108406	779	39	32	27	47	28	26
ENSG00000164347	779	37	18	25	39	24	22
ENSG00000142606	779	41	14	34	43	37	25
ENSG00000028203	779	34	25	24	31	22	16
ENSG00000102710	779	32	22	14	24	24	18
ENSG00000105559	779	44	6	18	34	18	17
ENSG00000114331	778	46	33	31	43	31	25
ENSG00000186230	778	47	47	30	40	50	15
ENSG00000135451	778	30	4	21	23	12	6
ENSG00000196693	778	47	34	36	43	51	12
ENSG00000149571	778	30	17	21	43	23	25
ENSG00000160469	778	44	20	24	36	21	22
ENSG00000109944	778	34	29	38	47	20	15
ENSG00000099204	778	47	27	25	44	35	25
ENSG00000164304	777	36	32	39	40	23	25
ENSG00000288784	777	40	26	37	37	23	21
ENSG00000153993	777	42	35	18	43	46	35
ENSG00000271321	777	40	25	39	38	24	21
ENSG00000186001	777	32	10	26	39	19	13
ENSG00000166912	777	44	29	22	41	35	18
ENSG00000138376	777	40	33	26	44	20	18
ENSG00000236699	777	36	31	35	41	28	24
ENSG00000068885	777	35	26	26	49	44	24
ENSG00000179023	777	37	8	30	46	33	16
ENSG00000289604	777	41	26	38	38	24	21
ENSG00000165861	777	40	24	27	49	30	28
ENSG00000236761	777	41	28	39	39	23	21
ENSG00000237441	777	30	7	22	40	20	25
ENSG00000271079	777	40	26	40	39	24	21
ENSG00000113580	777	37	27	23	38	26	20
ENSG00000185359	777	25	21	28	33	29	11
ENSG00000055130	776	47	38	28	36	32	21
ENSG00000185477	776	38	24	29	41	8	10
ENSG00000165338	776	37	27	14	46	26	30
ENSG00000139970	776	29	15	33	31	16	26
ENSG00000132623	776	41	29	30	46	33	28
ENSG00000198218	776	18	12	21	31	24	8
ENSG00000129675	776	40	31	32	34	28	13
ENSG00000158158	775	40	25	21	35	29	21
ENSG00000172053	775	47	27	31	48	29	19
ENSG00000108239	775	36	16	27	44	26	23
ENSG00000166189	775	33	5	28	37	29	11
ENSG00000171551	775	39	20	20	32	36	19
ENSG00000057019	775	34	12	23	36	33	13
ENSG00000189337	775	37	22	32	44	22	25
ENSG00000123989	775	33	0	26	37	29	16
ENSG00000042980	775	36	33	23	44	33	28
ENSG00000170381	775	42	24	25	42	46	21
ENSG00000213047	775	31	24	25	40	33	31
ENSG00000179562	775	43	34	40	38	10	23
ENSG00000107249	775	29	11	12	29	21	13
ENSG00000139971	774	21	16	45	41	17	20
ENSG00000013619	774	20	11	18	23	20	9
ENSG00000164488	774	33	5	26	49	17	22
ENSG00000168411	774	26	6	21	35	27	22
ENSG00000143630	774	32	8	12	33	29	12
ENSG00000134013	774	32	19	33	47	40	21
ENSG00000005189	774	34	31	28	38	25	16
ENSG00000136758	773	41	25	26	38	31	25
ENSG00000153815	773	31	16	35	46	21	18
ENSG00000110090	773	39	19	17	37	45	26
ENSG00000166049	773	22	14	39	46	25	28
ENSG00000109794	773	36	13	11	25	19	14
ENSG00000154359	773	41	17	36	47	38	22
ENSG00000128191	773	34	28	35	35	28	21
ENSG00000157881	773	45	21	29	40	36	26
ENSG00000205560	772	38	16	20	38	47	20
ENSG00000033100	772	46	1	26	42	28	17
ENSG00000162302	772	39	19	26	41	30	17
ENSG00000011007	772	36	33	29	45	26	34
ENSG00000071991	772	24	15	29	42	37	23
ENSG00000140332	772	34	21	19	40	25	25
ENSG00000214021	772	44	23	23	41	16	22
ENSG00000082641	772	21	10	31	41	28	28
ENSG00000013293	771	20	10	15	26	32	14
ENSG00000075213	771	40	24	17	36	47	28
ENSG00000129925	771	27	2	10	24	34	15
ENSG00000156697	771	39	37	39	38	11	14
ENSG00000196781	770	32	21	15	39	24	22
ENSG00000180917	770	32	24	28	40	44	13
ENSG00000142192	770	35	19	34	37	28	21
ENSG00000153071	770	29	21	14	28	23	18
ENSG00000168610	770	39	24	37	50	36	17
ENSG00000166889	770	39	12	25	28	17	19
ENSG00000163728	770	41	28	39	41	33	24
ENSG00000168434	770	40	25	29	45	29	31
ENSG00000135622	770	29	6	22	41	26	26
ENSG00000117298	770	41	24	29	38	38	17
ENSG00000067840	769	35	19	36	41	16	18
ENSG00000073670	769	30	15	20	31	36	18
ENSG00000160255	769	44	23	24	44	28	25
ENSG00000105855	769	41	22	28	47	26	25
ENSG00000121931	769	35	33	15	35	19	20
ENSG00000143344	768	34	22	26	38	30	24
ENSG00000022567	768	23	9	20	27	29	19
ENSG00000036257	768	44	34	32	44	27	24
ENSG00000133805	767	31	30	29	39	44	19
ENSG00000158163	767	40	24	32	40	7	13
ENSG00000136935	767	46	28	41	40	13	11
ENSG00000037474	767	44	30	35	42	23	23
ENSG00000183833	767	39	27	34	38	27	11
ENSG00000167291	767	35	16	32	48	32	26
ENSG00000101310	767	35	13	23	41	30	23
ENSG00000150967	766	31	9	15	26	38	13
ENSG00000139132	766	48	34	35	43	26	18
ENSG00000170390	766	38	27	24	35	27	19
ENSG00000198586	766	30	21	31	36	22	16
ENSG00000183798	766	44	8	28	41	12	19
ENSG00000253797	766	39	34	41	40	11	11
ENSG00000197635	766	39	26	21	42	40	27
ENSG00000162670	766	30	15	28	43	39	22
ENSG00000157764	766	29	23	23	42	28	23
ENSG00000165125	765	30	8	23	34	29	18
ENSG00000130224	765	37	27	29	34	13	16
ENSG00000100934	765	37	12	24	37	33	19
ENSG00000168826	765	34	24	26	36	21	18
ENSG00000099904	765	28	9	7	22	26	14
ENSG00000124228	765	37	23	27	35	18	23
ENSG00000170209	765	37	21	26	39	28	13
ENSG00000198900	765	39	45	41	43	27	30
ENSG00000163788	765	41	30	19	31	26	19
ENSG00000145740	765	26	15	8	31	29	16
ENSG00000151553	765	37	20	37	47	22	23
ENSG00000091138	764	32	25	8	26	34	21
ENSG00000162896	764	40	21	29	43	35	21
ENSG00000243649	764	36	19	28	40	39	28
ENSG00000165409	764	30	23	15	32	38	19
ENSG00000108312	764	37	38	41	44	37	22
ENSG00000187688	764	29	14	26	37	30	15
ENSG00000215251	764	41	23	27	38	35	11
ENSG00000084234	763	35	21	36	34	27	21
ENSG00000157540	763	27	15	21	37	32	19
ENSG00000131471	763	29	4	19	36	37	21
ENSG00000111206	763	32	25	26	38	16	15
ENSG00000182568	763	33	22	19	24	23	14
ENSG00000084754	763	40	25	25	43	23	25
ENSG00000130695	762	25	14	33	43	14	15
ENSG00000115556	762	31	12	22	40	35	24
ENSG00000100399	762	37	3	18	27	13	9
ENSG00000138669	762	42	34	40	44	33	26
ENSG00000137492	761	40	26	29	39	38	21
ENSG00000147180	761	31	28	28	42	23	33
ENSG00000108262	761	39	18	34	42	23	21
ENSG00000078725	761	37	13	27	40	33	18
ENSG00000141040	761	40	33	39	40	50	11
ENSG00000157014	761	38	22	27	34	24	17
ENSG00000196189	761	27	8	21	34	32	18
ENSG00000178385	761	37	21	25	36	37	17
ENSG00000104884	760	39	15	27	42	36	25
ENSG00000025796	760	37	32	24	28	29	20
ENSG00000135164	760	20	16	34	39	17	27
ENSG00000073464	760	26	12	22	27	38	17
ENSG00000007541	760	28	4	18	30	26	9
ENSG00000072274	760	40	29	26	41	41	22
ENSG00000078098	760	42	22	17	38	35	24
ENSG00000163462	759	43	14	27	42	25	19
ENSG00000050405	759	50	40	44	40	17	13
ENSG00000175556	759	44	21	31	43	24	17
ENSG00000182263	759	29	13	18	33	31	21
ENSG00000139436	759	33	19	32	42	19	20
ENSG00000225697	759	26	16	13	26	36	17
ENSG00000106344	759	39	42	40	44	18	14
ENSG00000203995	759	39	23	16	40	22	16
ENSG00000160208	758	32	24	30	32	20	11
ENSG00000186868	758	39	28	26	41	5	22
ENSG00000132305	758	42	30	36	38	22	12
ENSG00000198363	758	30	24	24	27	23	22
ENSG00000177990	758	30	15	18	24	42	6
ENSG00000105298	758	29	22	30	33	22	24
ENSG00000163697	758	35	24	21	46	19	30
ENSG00000276644	758	20	12	20	23	5	14
ENSG00000115486	758	28	11	16	32	32	22
ENSG00000100325	757	24	19	35	50	21	33
ENSG00000198742	757	41	16	21	44	35	30
ENSG00000183853	757	33	7	20	36	31	25
ENSG00000131398	757	20	4	17	29	28	17
ENSG00000155275	757	34	12	34	44	26	16
ENSG00000174807	757	24	3	22	26	22	9
ENSG00000140471	757	38	28	30	37	30	21
ENSG00000116688	757	39	17	30	39	29	15
ENSG00000083535	757	49	38	49	43	16	24
ENSG00000106125	757	41	18	30	40	24	18
ENSG00000011523	757	29	14	17	36	12	20
ENSG00000260916	757	36	33	39	42	30	22
ENSG00000171509	757	31	20	12	26	37	12
ENSG00000131480	756	27	2	16	33	36	19
ENSG00000076242	756	50	30	33	41	31	24
ENSG00000117597	756	39	23	30	37	31	19
ENSG00000067334	756	34	30	27	37	15	27
ENSG00000178188	756	25	2	32	38	16	17
ENSG00000090565	756	27	12	39	41	13	31
ENSG00000138131	756	35	3	24	38	33	14
ENSG00000187091	756	33	20	27	43	37	30
ENSG00000121898	756	38	14	31	45	36	20
ENSG00000104365	756	39	24	34	43	18	20
ENSG00000134278	756	37	21	27	33	22	12
ENSG00000170873	755	31	15	17	36	12	22
ENSG00000102241	755	52	38	32	34	36	40
ENSG00000109790	755	39	16	18	39	39	27
ENSG00000089053	755	41	27	27	36	27	12
ENSG00000115257	755	27	2	12	28	29	15
ENSG00000165816	755	35	11	24	39	34	15
ENSG00000141424	755	19	15	23	36	35	14
ENSG00000169871	755	39	11	24	48	19	23
ENSG00000175175	755	28	19	27	37	26	21
ENSG00000159708	754	35	27	22	44	20	26
ENSG00000069206	754	36	29	27	38	33	22
ENSG00000158079	754	41	28	29	38	27	17
ENSG00000104320	754	40	32	29	39	21	22
ENSG00000196345	754	41	20	36	43	43	7
ENSG00000276231	754	39	11	27	39	21	12
ENSG00000170500	754	43	14	36	40	17	20
ENSG00000138398	754	20	24	40	42	18	28
ENSG00000170835	753	23	19	12	43	33	34
ENSG00000188786	753	18	17	30	36	22	17
ENSG00000206181	753	41	21	27	42	13	23
ENSG00000088038	753	19	19	30	30	20	17
ENSG00000175426	753	36	20	21	35	29	18
ENSG00000115318	753	34	5	27	36	39	15
ENSG00000039600	753	26	12	20	28	19	9
ENSG00000075413	753	40	33	25	31	28	22
ENSG00000090372	753	22	11	24	39	18	22
ENSG00000185697	752	32	29	32	35	29	17
ENSG00000131269	752	31	23	17	32	32	16
ENSG00000089091	752	43	19	28	42	21	19
ENSG00000166278	752	39	16	24	38	34	25
ENSG00000204947	752	38	31	41	47	42	10
ENSG00000187860	752	41	17	29	35	7	16
ENSG00000007047	752	38	24	23	30	27	12
ENSG00000162341	752	28	5	13	30	42	12
ENSG00000130684	751	42	33	38	44	53	3
ENSG00000096654	751	41	32	47	44	46	8
ENSG00000168827	751	41	27	29	38	32	25
ENSG00000002726	751	34	11	28	39	40	14
ENSG00000115415	750	39	26	39	45	33	24
ENSG00000146085	750	36	21	36	46	30	23
ENSG00000196549	750	39	25	28	41	36	24
ENSG00000135637	750	25	3	17	32	18	9
ENSG00000162745	750	29	17	20	35	21	28
ENSG00000009830	750	33	10	13	26	33	14
ENSG00000086205	750	41	22	31	42	45	21
ENSG00000116711	749	33	19	24	36	37	18
ENSG00000080298	749	26	7	22	31	29	17
ENSG00000189308	749	33	26	14	20	10	7
ENSG00000183690	749	40	30	27	46	40	32
ENSG00000135525	749	26	26	21	30	10	9
ENSG00000012171	749	38	7	21	33	33	12
ENSG00000188976	749	29	19	25	28	28	21
ENSG00000100359	749	39	24	32	38	32	28
ENSG00000034053	749	22	13	37	37	16	22
ENSG00000137845	748	40	24	22	36	36	17
ENSG00000150361	748	38	21	20	39	35	24
ENSG00000168394	748	25	5	19	26	38	4
ENSG00000108854	748	40	19	20	44	38	29
ENSG00000138378	748	35	22	36	44	30	18
ENSG00000070748	748	38	16	29	46	24	21
ENSG00000110619	748	40	30	27	38	32	24
ENSG00000138639	748	35	32	33	34	27	17
ENSG00000162426	748	21	3	9	26	30	17
ENSG00000123485	748	37	22	24	42	27	26
ENSG00000088325	747	39	43	32	32	23	12
ENSG00000104973	747	18	6	18	21	19	4
ENSG00000085999	747	45	27	29	40	29	22
ENSG00000214753	747	34	27	33	42	24	28
ENSG00000114853	747	33	22	24	33	19	10
ENSG00000081277	747	46	22	17	37	25	21
ENSG00000101350	747	41	34	29	33	18	19
ENSG00000116748	747	33	29	31	43	46	24
ENSG00000096717	747	37	14	38	44	19	28
ENSG00000108799	747	32	30	19	31	33	25
ENSG00000150712	747	38	29	29	37	34	24
ENSG00000106868	747	30	12	31	37	31	13
ENSG00000132613	747	24	14	27	42	14	23
ENSG00000105875	747	39	17	19	37	30	27
ENSG00000109689	746	31	21	29	37	20	20
ENSG00000112818	746	33	14	21	38	35	23
ENSG00000261236	746	33	8	17	36	29	21
ENSG00000179044	746	26	2	34	38	20	13
ENSG00000143951	746	36	22	28	39	24	32
ENSG00000136830	746	32	27	40	47	28	18
ENSG00000182197	746	35	21	17	32	40	17
ENSG00000106462	746	30	30	23	34	32	24
ENSG00000212710	745	41	25	34	36	26	19
ENSG00000108094	745	41	32	36	44	32	22
ENSG00000090060	745	39	29	21	30	21	15
ENSG00000072133	745	45	32	25	42	41	30
ENSG00000101986	745	36	13	23	30	31	12
ENSG00000173801	745	43	19	29	37	16	14
ENSG00000118496	745	31	15	26	48	19	27
ENSG00000169607	745	41	34	31	37	13	13
ENSG00000213341	745	36	25	35	50	26	23
ENSG00000167178	745	31	8	23	30	20	15
ENSG00000103310	745	31	15	15	40	31	18
ENSG00000005381	745	44	11	18	41	26	20
ENSG00000073969	744	43	36	35	40	25	20
ENSG00000178175	744	39	29	23	26	26	13
ENSG00000109654	744	34	23	25	44	24	22
ENSG00000188120	744	21	13	17	20	28	0
ENSG00000144810	744	20	13	16	26	13	3
ENSG00000162378	744	37	22	25	42	20	22
ENSG00000182973	744	36	31	28	37	20	10
ENSG00000110171	744	34	13	20	42	19	16
ENSG00000185875	743	36	31	21	42	38	25
ENSG00000158863	743	32	16	32	42	27	20
ENSG00000143190	743	11	9	10	12	11	6
ENSG00000167280	743	41	6	25	34	36	19
ENSG00000134769	743	40	13	26	41	30	19
ENSG00000185947	743	49	35	38	44	48	12
ENSG00000065717	743	28	19	16	38	25	22
ENSG00000089876	743	38	26	37	40	32	23
ENSG00000108784	743	32	3	22	32	36	15
ENSG00000159164	742	26	12	20	26	30	18
ENSG00000158270	742	37	22	27	40	20	25
ENSG00000196757	742	42	30	32	32	52	9
ENSG00000163798	742	37	24	32	33	22	21
ENSG00000026508	742	27	8	27	42	19	22
ENSG00000000457	742	31	17	30	40	27	18
ENSG00000135828	741	46	29	38	49	27	29
ENSG00000125247	741	35	14	12	27	39	13
ENSG00000171109	741	42	29	31	40	27	20
ENSG00000108559	741	31	22	38	38	30	17
ENSG00000121152	741	35	20	27	36	24	27
ENSG00000181722	741	30	9	22	34	20	15
ENSG00000152127	741	35	22	23	43	38	21
ENSG00000101751	740	37	29	26	37	29	24
ENSG00000165105	740	39	19	37	45	29	35
ENSG00000072818	740	39	16	30	40	21	18
ENSG00000133083	740	32	28	15	29	37	25
ENSG00000137478	740	38	28	28	43	24	20
ENSG00000204209	740	20	10	31	34	14	15
ENSG00000168060	740	33	5	18	34	34	19
ENSG00000077616	740	39	25	22	37	46	24
ENSG00000079785	740	39	33	23	42	34	30
ENSG00000177189	740	43	26	28	43	33	31
ENSG00000163840	740	39	33	38	45	33	16
ENSG00000162692	739	40	27	38	43	20	19
ENSG00000106105	739	41	23	27	40	34	23
ENSG00000144730	739	30	18	23	37	35	21
ENSG00000134262	739	42	18	23	41	26	23
ENSG00000137225	739	35	22	26	40	37	23
ENSG00000177045	739	18	7	25	30	10	9
ENSG00000168924	739	38	24	28	30	17	16
ENSG00000155850	739	24	16	20	28	30	13
ENSG00000178691	739	33	21	21	30	30	17
ENSG00000198040	738	44	31	38	40	53	15
ENSG00000106397	738	42	10	24	37	40	26
ENSG00000135776	738	40	12	18	26	33	8
ENSG00000107929	738	31	19	29	33	16	15
ENSG00000163975	738	40	12	29	43	35	26
ENSG00000023171	738	41	23	33	34	24	22
ENSG00000261371	738	43	33	33	39	29	18
ENSG00000159917	738	44	30	29	36	43	17
ENSG00000056277	737	39	34	18	27	31	7
ENSG00000152952	737	37	25	29	39	36	23
ENSG00000104812	737	32	13	29	42	32	16
ENSG00000087274	737	25	12	27	36	21	17
ENSG00000254986	737	38	16	37	48	40	18
ENSG00000171132	737	42	32	28	40	34	27
ENSG00000142102	737	30	5	26	35	42	19
ENSG00000107625	737	37	25	29	41	24	24
ENSG00000187957	737	21	7	21	37	33	19
ENSG00000115421	736	41	26	22	34	23	23
ENSG00000110811	736	34	9	30	43	19	22
ENSG00000100722	736	38	18	27	36	28	20
ENSG00000156273	736	40	26	32	42	22	25
ENSG00000184588	736	34	17	25	34	25	27
ENSG00000171723	736	40	21	19	37	15	30
ENSG00000117859	736	30	22	22	33	28	24
ENSG00000117385	736	30	11	38	45	25	17
ENSG00000133835	736	37	28	21	39	36	20
ENSG00000004975	736	30	10	28	38	23	18
ENSG00000001631	736	42	29	36	47	32	17
ENSG00000087470	736	50	32	27	42	10	23
ENSG00000111783	735	33	14	21	31	29	12
ENSG00000128585	735	42	27	25	42	37	29
ENSG00000182473	735	37	33	37	40	29	19
ENSG00000117676	735	43	29	31	44	34	29
ENSG00000065357	735	39	26	26	43	31	29
ENSG00000197150	735	39	7	16	23	29	8
ENSG00000171853	735	29	11	30	34	31	19
ENSG00000161040	735	42	29	15	31	33	22
ENSG00000104755	735	32	22	16	34	35	17
ENSG00000243244	735	39	31	28	39	31	20
ENSG00000105137	735	37	6	26	36	24	20
ENSG00000160856	734	25	10	29	39	23	16
ENSG00000001497	734	37	12	27	32	25	19
ENSG00000099326	734	35	5	41	47	32	6
ENSG00000100297	734	40	28	23	41	25	26
ENSG00000189057	734	41	32	26	37	33	23
ENSG00000143107	733	30	10	21	33	37	14
ENSG00000115109	733	28	25	26	42	23	24
ENSG00000177374	733	31	14	25	34	22	17
ENSG00000121486	733	39	22	21	38	25	17
ENSG00000119042	733	37	20	23	27	23	12
ENSG00000164916	733	31	11	9	16	15	4
ENSG00000071242	733	46	27	21	39	34	30
ENSG00000079246	732	38	32	33	44	38	23
ENSG00000164062	732	30	16	27	40	36	21
ENSG00000160285	732	35	9	28	42	42	21
ENSG00000164509	732	38	30	33	37	41	12
ENSG00000124491	732	34	18	30	38	39	24
ENSG00000198874	732	33	28	29	29	39	16
ENSG00000152402	732	41	20	27	35	28	18
ENSG00000080824	732	34	26	39	41	28	31
ENSG00000116514	732	25	9	20	32	15	19
ENSG00000184368	732	33	35	29	36	7	11
ENSG00000144061	732	36	17	23	32	26	20
ENSG00000143603	731	30	14	14	27	18	11
ENSG00000174948	731	24	12	19	23	35	15
ENSG00000134697	731	36	32	26	33	23	24
ENSG00000130038	731	38	27	35	43	26	22
ENSG00000197619	731	42	37	39	45	48	12
ENSG00000163346	731	30	13	45	42	13	20
ENSG00000164691	731	32	19	30	42	9	26
ENSG00000066455	731	41	34	34	37	18	19
ENSG00000099783	730	46	18	38	48	14	11
ENSG00000082258	730	27	21	20	24	19	15
ENSG00000196526	730	28	23	28	34	19	18
ENSG00000147041	730	45	26	24	37	25	23
ENSG00000143476	730	33	28	19	35	27	17
ENSG00000072041	730	27	16	15	21	35	8
ENSG00000132359	730	32	29	26	42	24	18
ENSG00000156463	729	36	18	18	27	17	12
ENSG00000010017	729	21	10	16	28	19	16
ENSG00000088756	729	35	24	28	32	24	15
ENSG00000170100	729	42	26	32	38	40	10
ENSG00000183735	729	42	26	35	43	37	21
ENSG00000020129	729	32	14	21	31	24	15
ENSG00000186439	729	22	24	37	44	4	17
ENSG00000196642	729	27	14	27	28	13	16
ENSG00000163930	729	30	19	27	36	18	16
ENSG00000127412	729	30	10	21	29	29	16
ENSG00000100201	729	35	16	20	32	29	25
ENSG00000105647	728	43	21	28	39	25	22
ENSG00000157933	728	41	28	31	37	17	14
ENSG00000175198	728	44	22	30	42	27	23
ENSG00000019991	728	41	22	22	37	37	24
ENSG00000136141	728	33	20	28	31	14	17
ENSG00000134709	728	41	38	35	37	15	16
ENSG00000072201	728	35	10	25	46	17	25
ENSG00000197106	727	32	16	14	20	38	9
ENSG00000102974	727	27	27	28	35	24	19
ENSG00000122367	727	27	13	14	21	29	11
ENSG00000138078	727	37	35	28	39	41	31
ENSG00000135299	727	39	29	28	34	5	15
ENSG00000172671	727	35	17	26	34	23	14
ENSG00000023228	727	38	23	25	47	23	28
ENSG00000103067	727	29	6	24	40	27	19
